index,word,freq,# texts,freq/texts,entire corpus,expected
129,OCCASIONAL,65,63,4.3,"16,386",15.2
130,HOT,65,52,0.6,"118,273",109.8
131,GUILTY,65,40,1.5,"45,423",42.2
132,VAST,64,57,1.8,"38,824",36
133,EFFECTIVE,64,51,0.9,"79,648",73.9
134,KEY,63,59,0.8,"84,246",78.2
135,DARK,63,57,0.7,"92,201",85.6
136,MULTIPLE,63,54,1.1,"61,696",57.3
137,FALSE,63,50,1.7,"40,948",38
138,ILLEGAL,63,48,1.5,"46,399",43.1
139,SUCCESSFUL,61,51,0.8,"78,017",72.4
140,READY,61,51,0.4,"148,105",137.5
141,NORMAL,60,49,0.8,"82,095",76.2
142,FAR,59,54,2,"31,885",29.6
143,INDEPENDENT,59,54,1,"63,668",59.1
144,VICE,59,47,1.8,"34,681",32.2
145,LONGTIME,59,46,4.4,"14,437",13.4
146,INTERESTING,58,34,0.5,"116,820",108.4
147,INTERESTED,57,48,0.8,"77,651",72.1
148,WILLING,57,47,0.8,"76,658",71.1
149,BLUE,57,35,0.6,"102,273",94.9
150,NECESSARY,56,53,0.6,"95,613",88.7
151,SPECIFIC,56,46,0.6,"101,255",94
152,FINE,56,43,0.3,"178,043",165.2
153,LIBERAL,56,38,1.4,"44,677",41.5
154,NORTHERN,56,37,1.4,"43,817",40.7
155,VARIOUS,55,52,0.6,"99,839",92.7
156,VERY,55,50,0.8,"74,480",69.1
157,PROMINENT,55,48,2.7,"21,753",20.2
158,INVOLVED,55,47,0.8,"72,492",67.3
159,ANNUAL,55,45,1,"59,303",55
160,EMOTIONAL,55,43,1.2,"51,355",47.7
161,CONGRESSIONAL,55,38,1.9,"31,275",29
162,MALE,55,21,1.2,"51,492",47.8
163,FAMOUS,54,48,1.1,"53,593",49.7
164,DIRECT,54,42,1,"58,306",54.1
165,GREEN,54,40,0.6,"94,003",87.2
166,UNCLEAR,53,48,4.5,"12,810",11.9
167,PARTICULAR,53,46,0.6,"92,796",86.1
168,NEARBY,53,45,2.3,"24,517",22.8
169,QUIET,53,45,1,"56,475",52.4
170,INITIAL,53,45,1.3,"42,973",39.9
171,REGULAR,53,41,0.9,"64,315",59.7
172,HEAVY,52,47,0.8,"69,911",64.9
173,CREATIVE,52,44,1.3,"43,682",40.5
174,PHYSICAL,52,39,0.5,"109,593",101.7
175,WEALTHY,52,37,2.6,"21,800",20.2
176,EXTRA,52,36,0.9,"63,431",58.9
177,TINY,51,46,0.9,"58,055",53.9
178,BEAUTIFUL,51,42,0.5,"120,698",112
179,ANGRY,51,39,1.1,"51,859",48.1
180,UNUSUAL,50,45,1.6,"33,706",31.3
181,PRIMARY,50,44,0.9,"58,998",54.8
182,SOUTHERN,50,36,0.8,"67,189",62.4
183,PERFECT,49,42,0.5,"105,588",98
184,POSITIVE,49,42,0.6,"92,281",85.6
185,FELLOW,49,38,1.5,"34,648",32.2
186,MORAL,49,36,0.9,"57,791",53.6
187,QUICK,48,46,0.7,"71,259",66.1
188,SUPPOSED,48,46,0.5,"105,063",97.5
189,IMPOSSIBLE,48,44,0.9,"57,931",53.8
190,AWARE,48,43,0.8,"63,495",58.9
191,COMPLEX,48,41,1,"51,965",48.2
192,HISTORICAL,48,40,0.9,"55,033",51.1
193,UNABLE,47,43,1.4,"36,308",33.7
194,COMPLETE,47,43,0.8,"66,193",61.4
195,LEADING,47,43,1.6,"32,286",30
196,UNLIKELY,47,42,1.9,"27,364",25.4
197,CRUCIAL,47,42,1.8,"28,221",26.2
198,FRESH,47,39,0.7,"75,629",70.2
199,LIMITED,47,34,1.2,"42,140",39.1
200,VIOLENT,46,41,1.4,"36,178",33.6
201,EXPENSIVE,46,39,1,"50,758",47.1
202,COLD,46,31,0.6,"89,982",83.5
203,BIG-WAVE,46,1,467.6,106,0.1
