index,word,freq,# texts,freq/texts,entire corpus,expected
193,SUMMER,16,11,1.5,"121,977",10.4
194,STYLE,16,10,2.6,"72,112",6.1
195,SUBJECT,16,10,2.3,"80,620",6.8
196,SHOW,16,9,1,"187,959",16
197,SOURCE,16,8,2,"94,308",8
198,TREE,16,8,2.7,"69,849",5.9
199,MEAL,16,8,6.4,"29,451",2.5
200,STUDY,16,8,0.8,"231,412",19.6
201,REGION,16,6,2.4,"80,123",6.8
202,COUNCIL,16,6,2.5,"76,857",6.5
203,CARE,16,6,0.8,"236,529",20.1
204,POLL,16,6,6.1,"30,911",2.6
205,OAK,16,2,13.5,"13,940",1.2
206,PINOT,16,2,282.2,668,0.1
207,ARBITRATOR,16,1,198.6,949,0.1
208,DOOR,15,14,0.8,"210,164",17.8
209,KIND,15,14,0.6,"315,906",26.8
210,CHANGE,15,12,1.1,"161,137",13.7
211,WEEKEND,15,12,2.5,"71,551",6.1
212,TRAINING,15,11,1.7,"103,987",8.8
213,ACTION,15,11,1.3,"137,466",11.7
214,AGE,15,11,0.9,"196,748",16.7
215,OWNER,15,11,3.6,"48,976",4.2
216,FLOOR,15,11,1.6,"110,966",9.4
217,BIT,15,10,1.7,"104,870",8.9
218,FORM,15,10,1.4,"123,828",10.5
219,USE,15,10,0.9,"205,716",17.5
220,VARIETY,15,10,3.1,"57,493",4.9
221,STARTING,15,9,9.4,"18,739",1.6
222,UNIT,15,8,3.4,"51,348",4.4
223,CHEESE,15,8,4.9,"35,951",3.1
224,BENCH,15,8,8.6,"20,510",1.7
225,SOPHOMORE,15,6,22.6,"7,825",0.7
226,SURVEY,15,5,3.2,"54,975",4.7
227,FEATURE,15,5,5.4,"32,669",2.8
228,PARTNER,15,5,3.2,"54,896",4.7
229,HANDWRITING,15,1,47.2,"3,746",0.3
230,IDEA,14,13,0.6,"264,810",22.5
231,DOZEN,14,13,9.3,"17,754",1.5
232,RESULT,14,13,1.5,"111,261",9.4
233,REST,14,13,1.1,"149,578",12.7
234,FACT,14,12,0.5,"347,727",29.5
235,STAR,14,11,1.7,"98,970",8.4
236,ABILITY,14,11,1.5,"107,108",9.1
237,CHAMPIONSHIP,14,11,6.3,"26,112",2.2
238,ATTORNEY,14,10,2.3,"72,307",6.1
239,SUPPORT,14,10,1.1,"148,392",12.6
240,COORDINATOR,14,9,14.2,"11,643",1
