index,word,freq,# texts,freq/texts,entire corpus,expected
425,SUBJECTIVE,3,1,4,"9,902",0.8
426,SPIRITUAL,3,1,1.1,"35,606",2.7
427,PATERNAL,3,1,20.6,"1,907",0.1
428,FLASH,3,1,5.6,"7,055",0.5
429,ENRICHED,3,1,27.3,"1,434",0.1
430,ENTERIC,3,1,151.4,259,0
431,HIGH-ENERGY,3,1,24.3,"1,615",0.1
432,HYBRID,3,1,5.8,"6,735",0.5
433,GEOLOGIC,3,1,30.8,"1,273",0.1
434,DIOECIOUS,3,1,"1,032.00",38,0
435,DUE,3,1,1.1,"37,072",2.8
436,DOUBTFUL,3,1,10,"3,932",0.3
437,EVIDENT,3,1,2.4,"16,480",1.3
438,EXPECTED,3,1,2.7,"14,690",1.1
439,EXPERIMENTAL,3,1,2,"19,833",1.5
440,FERTILE,3,1,8.4,"4,688",0.4
441,COMMANDING,3,1,9.5,"4,144",0.3
442,CORTICAL,3,1,23.3,"1,686",0.1
443,ARROGANT,3,1,5.7,"6,929",0.5
444,ANAEROBIC,3,1,37.9,"1,034",0.1
445,BRANCHING,3,1,39.5,994,0.1
446,WORKING,3,1,1.4,"27,526",2.1
447,WOOD-BASED,3,1,"1,089.30",36,0
448,VISCOUS,3,1,54.7,717,0.1
449,SYNTHETIC,3,1,5.9,"6,656",0.5
450,ULTRASONIC,3,1,63.8,615,0
451,UNDERWATER,3,1,10.4,"3,780",0.3
452,UNIFORM,3,1,5.1,"7,735",0.6
453,UNKNOWN,3,1,1.4,"27,969",2.1
454,UNAVOIDABLE,2,2,10.2,"2,570",0.2
455,UNTOLD,2,2,11.8,"2,225",0.2
456,VARIED,2,2,4.1,"6,326",0.5
457,USUAL,2,2,0.8,"33,012",2.5
458,UNINTERRUPTED,2,2,15.9,"1,649",0.1
459,TIMELY,2,2,3.6,"7,194",0.6
460,THEORETICAL,2,2,1.6,"15,943",1.2
461,TWO-WEEK,2,2,12.8,"2,049",0.2
462,TRIVIAL,2,2,4.9,"5,311",0.4
463,TROPICAL,2,2,2.1,"12,675",1
464,SUSTAINABLE,2,2,1.6,"16,364",1.3
465,SUSCEPTIBLE,2,2,4.5,"5,772",0.4
466,WELL-ESTABLISHED,2,2,13.9,"1,878",0.1
467,VULNERABLE,2,2,1.1,"23,398",1.8
468,VIOLENT,2,2,0.7,"36,178",2.8
469,YELLOW,2,2,0.6,"41,114",3.1
470,SUBTLE,2,2,1.6,"16,744",1.3
471,WATERY,2,2,10.7,"2,438",0.2
472,ASSISTANT,2,2,1.1,"22,745",1.7
473,ATTRIBUTABLE,2,2,8.4,"3,125",0.2
474,BROADCAST-QUALITY,2,2,"1,376.00",19,0
475,BUILT-IN,2,2,4.8,"5,391",0.4
476,ISOLATED,2,2,2.4,"10,906",0.8
477,INEVITABLE,2,2,1.5,"17,342",1.3
478,INSPIRING,2,2,4.8,"5,416",0.4
479,LOGICAL,2,2,1.6,"16,116",1.2
480,LIBERAL,2,2,0.6,"44,677",3.4
481,LOW-LYING,2,2,29,901,0.1
482,SPARSE,2,2,9.4,"2,767",0.2
483,SLOW,2,2,0.6,"45,454",3.5
484,REPRODUCTIVE,2,2,3,"8,622",0.7
485,REQUIRED,2,2,1.9,"13,800",1.1
486,JELLY-LIKE,2,2,653.6,40,0
487,LIKE,2,2,0.4,"72,030",5.5
488,LEADING,2,2,0.8,"32,286",2.5
489,BOTTOM,2,2,0.9,"28,112",2.2
490,ARTIFICIAL,2,2,1.7,"15,144",1.2
491,BULKY,2,2,9.9,"2,640",0.2
492,COMPLICATED,2,2,0.9,"29,354",2.2
493,CONSCIOUS,2,2,1.6,"15,907",1.2
494,CLOSED,2,2,1.5,"17,029",1.3
495,ADVANCED,2,2,0.9,"27,570",2.1
496,AFFORDABLE,2,2,1.5,"16,868",1.3
497,ABSOLUTE,2,2,1,"25,188",1.9
498,ACCIDENTAL,2,2,4.8,"5,445",0.4
499,CLEAN,2,2,0.5,"56,103",4.3
500,COMBINED,2,2,1.9,"13,913",1.1
