index,word,freq,# texts,freq/texts,entire corpus,expected
178,PRIVATE,15,11,0.7,"23,594",20.3
179,SECRET,15,11,0.8,"20,531",17.7
180,NERVOUS,15,11,0.9,"19,666",17
181,OLD-FASHIONED,14,14,4.7,"3,470",3
182,NAKED,14,13,1.5,"10,843",9.4
183,TOP,14,13,1.1,"15,113",13
184,GREEN,14,13,0.9,"17,536",15.1
185,DRY,14,13,1.5,"10,839",9.3
186,NASTY,14,12,2.1,"7,848",6.8
187,ANGRY,14,11,0.7,"22,865",19.7
188,RED,14,11,0.4,"38,037",32.8
189,MARRIED,14,10,0.5,"31,468",27.1
190,SOLAR,14,9,3.1,"5,312",4.6
191,INSANE,14,7,1.3,"12,040",10.4
192,AWAKE,14,7,2.4,"6,678",5.8
193,CERTAIN,13,13,0.6,"25,883",22.3
194,DISGUSTING,13,13,1.9,"7,818",6.7
195,HANDSOME,13,13,1.7,"8,671",7.5
196,SOFT,13,13,1.7,"9,110",7.9
197,VALUABLE,13,12,2.3,"6,483",5.6
198,MECHANICAL,13,12,7.7,"1,967",1.7
199,HOPELESS,13,12,6.4,"2,350",2
200,AMAZING,13,12,0.4,"42,419",36.6
201,INCREDIBLE,13,11,1.1,"14,319",12.3
202,LIGHT,13,11,1.5,"10,025",8.6
203,MEAN,13,11,1.2,"12,362",10.7
204,PRETTY,13,11,0.6,"25,108",21.7
205,TRAGIC,13,10,3.8,"3,918",3.4
206,ONE-EYED,13,10,42.7,353,0.3
207,HARMLESS,13,10,5.4,"2,802",2.4
208,USELESS,13,10,2.7,"5,543",4.8
209,BLUE,13,10,0.5,"28,422",24.5
210,BRIGHT,13,9,1.4,"10,649",9.2
211,CORRECT,13,9,1.1,"13,662",11.8
212,NOBLE,13,8,4.2,"3,570",3.1
213,INVISIBLE,13,6,3.3,"4,590",4
214,SUPER,13,6,0.9,"16,646",14.4
215,TOUGH,12,12,0.5,"26,038",22.5
216,POWERFUL,12,12,0.9,"16,099",13.9
217,FAMILIAR,12,12,1.2,"11,851",10.2
218,BELOVED,12,12,4.4,"3,179",2.7
219,DOUBLE,12,11,1.2,"11,144",9.6
220,SACRED,12,11,3,"4,626",4
221,INFERIOR,12,11,16.7,834,0.7
222,TENDER,12,11,7.7,"1,813",1.6
223,USED,12,11,0.9,"14,747",12.7
224,GROSS,12,10,2.2,"6,202",5.3
225,ELECTRIC,12,10,3,"4,582",4
226,CLEAN,12,9,0.6,"23,419",20.2
227,DIRTY,12,9,0.9,"15,862",13.7
228,PEACEFUL,12,9,4.4,"3,187",2.7
229,GENTLE,12,9,3.5,"4,009",3.5
230,FLYING,12,9,3.1,"4,529",3.9
231,TOXIC,12,6,4.9,"2,850",2.5
232,ATOMIC,12,6,8,"1,742",1.5
233,GENETIC,12,5,3.3,"4,254",3.7
234,ROYAL,12,5,1.6,"8,497",7.3
235,INTELLIGENT,12,4,3.6,"3,901",3.4
236,REASONABLE,11,11,2.4,"5,349",4.6
237,OUTER,11,11,3.8,"3,374",2.9
238,BRILLIANT,11,11,0.8,"15,144",13.1
239,SMELLY,11,11,12,"1,059",0.9
240,ACTUAL,11,10,1.3,"9,960",8.6
241,GLORIOUS,11,10,4.8,"2,644",2.3
242,JUICY,11,9,8.2,"1,555",1.3
243,FUTURE,11,9,2,"6,365",5.5
244,BORED,11,9,2.5,"5,120",4.4
245,WISE,11,9,1.8,"6,938",6
246,WELCOME,11,9,0.7,"18,300",15.8
247,WORTHLESS,11,9,5.1,"2,505",2.2
248,UNKNOWN,11,9,2.5,"5,060",4.4
249,PHYSICAL,11,9,1.2,"11,061",9.5
250,SOLID,11,8,1.5,"8,465",7.3
251,ORDINARY,11,8,2.1,"6,158",5.3
252,NUDE,11,8,8.2,"1,549",1.3
253,MAGNIFICENT,11,8,3.7,"3,409",2.9
254,TASTY,11,8,6.6,"1,919",1.7
255,VIOLENT,11,8,1.7,"7,329",6.3
256,DISTANT,11,8,3.4,"3,719",3.2
257,REMOTE,11,7,2.4,"5,338",4.6
258,PREGNANT,11,5,0.6,"20,092",17.3
259,WORRIED,10,10,0.6,"19,281",16.6
260,DELICATE,10,10,3.3,"3,519",3
261,DELICIOUS,10,10,1.3,"9,263",8
262,CLEAR,10,10,0.3,"39,747",34.3
263,EXPENSIVE,10,10,1.3,"9,095",7.8
264,BURNING,10,10,3.1,"3,724",3.2
265,CLEVER,10,9,1.2,"9,335",8.1
266,ROBOTIC,10,9,21.7,535,0.5
267,TRADITIONAL,10,9,2.9,"3,953",3.4
268,MENTAL,10,9,1.5,"7,608",6.6
269,MYSTERIOUS,10,9,2.2,"5,320",4.6
270,MAIN,10,8,0.9,"13,308",11.5
271,MISERABLE,10,8,2,"5,700",4.9
272,SO-CALLED,10,8,3.7,"3,150",2.7
273,THIRSTY,10,8,3.6,"3,256",2.8
274,PRIMITIVE,10,8,7,"1,663",1.4
275,HOLY,10,8,0.7,"17,835",15.4
276,GAY,10,7,0.5,"21,885",18.9
277,LEGAL,10,7,0.9,"12,871",11.1
278,EXTINCT,10,7,10.4,"1,119",1
279,LEGENDARY,10,6,6.2,"1,876",1.6
280,FORBIDDEN,10,5,17.1,679,0.6
281,PARALLEL,10,5,10.9,"1,059",0.9
282,PURPLE,10,5,3.2,"3,584",3.1
283,GLOBAL,10,4,2.4,"4,791",4.1
284,EXCITED,9,9,0.6,"16,274",14
285,EXCITING,9,9,0.9,"12,048",10.4
286,RESPONSIBLE,9,9,0.6,"16,977",14.6
287,RARE,9,9,1.3,"8,096",7
288,MEDICAL,9,9,0.5,"22,019",19
289,UNUSUAL,9,9,1.2,"8,777",7.6
290,SURPRISED,9,9,0.6,"18,436",15.9
291,SILLY,9,9,0.8,"13,233",11.4
292,WEAK,9,9,1,"10,699",9.2
293,SCARY,9,8,1,"10,086",8.7
294,ETERNAL,9,8,3.9,"2,660",2.3
295,FREAKY,9,8,6.1,"1,703",1.5
296,GIGANTIC,9,8,7,"1,485",1.3
297,IDENTICAL,9,8,3.7,"2,800",2.4
298,IGNORANT,9,7,7.8,"1,340",1.2
299,GENUINE,9,7,3.4,"3,072",2.6
300,ASLEEP,9,7,0.8,"12,704",11
301,LOYAL,9,7,2,"5,168",4.5
302,NATIVE,9,7,3.4,"3,041",2.6
303,MAJOR,9,6,0.7,"15,208",13.1
304,SQUISHY,9,6,38.2,273,0.2
305,HUMBLE,9,6,4.1,"2,550",2.2
306,IRONIC,9,5,4.1,"2,516",2.2
307,ACTING,9,5,9,"1,166",1
308,SOCIAL,8,8,0.7,"13,376",11.5
309,USUAL,8,8,1.1,"8,323",7.2
310,NECESSARY,8,8,0.7,"14,262",12.3
311,MODERN,8,8,1.1,"8,543",7.4
312,OFFENSIVE,8,8,3.6,"2,560",2.2
313,ROUND,8,8,1.5,"6,360",5.5
314,HUMILIATING,8,8,5,"1,841",1.6
315,AWESOME,8,8,0.4,"24,836",21.4
316,CONFUSED,8,8,1.9,"4,779",4.1
317,CRUMMY,8,8,18.9,490,0.4
318,DESPERATE,8,8,0.9,"10,202",8.8
319,CURRENT,8,7,1.3,"7,125",6.1
320,ANNOYING,8,7,1.9,"4,998",4.3
321,HORRIFIC,8,7,9.7,960,0.8
322,FUZZY,8,7,6,"1,534",1.3
323,FATAL,8,7,3.2,"2,930",2.5
324,OBNOXIOUS,8,7,9.7,952,0.8
325,UNSTOPPABLE,8,7,11.2,825,0.7
326,SENSITIVE,8,7,1.4,"6,617",5.7
327,SUCCESSFUL,8,7,1.1,"8,118",7
328,SELFISH,8,6,1.6,"5,639",4.9
329,MAGNETIC,8,6,3.6,"2,576",2.2
330,MALE,8,6,1.2,"7,562",6.5
331,PHONY,8,6,4.7,"1,990",1.7
332,PREVIOUS,8,6,1.9,"4,775",4.1
333,FUNKY,8,6,7.4,"1,254",1.1
334,BITTER,8,6,2.8,"3,272",2.8
335,DRAMATIC,8,5,2.3,"4,073",3.5
336,ROTTEN,8,5,2.9,"3,200",2.8
337,VICE,8,4,2.8,"3,294",2.8
338,CLASSIC,7,7,1.5,"5,458",4.7
339,COLOSSAL,7,7,10.5,773,0.7
340,GENEROUS,7,7,1.5,"5,516",4.8
341,GRAVE,7,7,4.4,"1,828",1.6
342,FOOLISH,7,7,2.2,"3,695",3.2
343,ANNUAL,7,7,3.1,"2,578",2.2
344,ARTIFICIAL,7,7,4.1,"1,968",1.7
345,HELPFUL,7,7,1.3,"6,362",5.5
346,PLEASANT,7,7,1.9,"4,201",3.6
347,PUBLIC,7,7,0.5,"15,227",13.1
348,NUCLEAR,7,7,1.2,"6,968",6
349,ORANGE,7,7,2.5,"3,203",2.8
350,MIDDLE,7,7,1.2,"7,005",6
351,LOCAL,7,7,0.4,"18,525",16
352,LOGICAL,7,7,3.3,"2,456",2.1
353,VAST,7,7,1.9,"4,305",3.7
354,VICIOUS,7,7,3,"2,733",2.4
355,SUSPICIOUS,7,7,1.3,"6,211",5.4
356,STRAIGHT,7,7,0.9,"9,183",7.9
357,STILL,7,7,0.8,"10,106",8.7
358,SHOCKING,7,7,3.1,"2,577",2.2
359,WORKING,7,7,2.1,"3,891",3.4
360,SLOW,7,6,0.7,"10,973",9.5
361,STINKING,7,6,13.2,617,0.5
362,ULTIMATE,7,6,1.7,"4,678",4
363,THIN,7,6,1.3,"6,237",5.4
364,TECHNICAL,7,6,2.8,"2,917",2.5
365,PREPOSTEROUS,7,6,11.1,728,0.6
366,HEARTLESS,7,6,9.9,817,0.7
367,INVOLVED,7,6,0.6,"13,087",11.3
368,JOINT,7,6,1.6,"5,000",4.3
369,ILLEGAL,7,6,0.9,"9,394",8.1
370,DEAF,7,6,2.4,"3,323",2.9
371,COMMERCIAL,7,6,1.9,"4,368",3.8
372,BLOODY,7,6,0.5,"17,637",15.2
373,IMMUNE,7,5,3.6,"2,264",2
374,HEROIC,7,5,5.4,"1,491",1.3
375,INFINITE,7,5,5.7,"1,435",1.2
376,REVERSE,7,5,6.1,"1,334",1.2
377,SOBER,7,5,2.1,"3,917",3.4
378,STINKY,7,5,9.1,894,0.8
379,WOODEN,7,5,3.3,"2,460",2.1
380,OUTDATED,7,4,21.4,380,0.3
381,CAPABLE,7,4,0.8,"9,792",8.4
382,BLANK,7,4,3,"2,716",2.3
383,EROTIC,7,3,9,903,0.8
384,SPACE-TIME,7,3,14,578,0.5
385,COMIC,7,2,3.2,"2,561",2.2
386,VARIOUS,6,6,2.1,"3,378",2.9
387,SLIM,6,6,4.2,"1,660",1.4
388,SUNNY,6,6,3.2,"2,208",1.9
389,TREMENDOUS,6,6,2.8,"2,450",2.1
390,UNFAIR,6,6,2,"3,435",3
391,MAGICAL,6,6,1.6,"4,428",3.8
392,MILD,6,6,4.2,"1,667",1.4
393,PAST,6,6,0.5,"13,144",11.3
394,POISONOUS,6,6,5.3,"1,308",1.1
395,POLITE,6,6,2.2,"3,141",2.7
396,PROFESSIONAL,6,6,0.6,"11,679",10.1
397,INNER,6,6,1.7,"4,082",3.5
398,INTENSE,6,6,1.4,"5,060",4.4
399,KILLED,6,6,1.4,"5,009",4.3
400,HAIRY,6,6,3.4,"2,059",1.8
401,HURT,6,6,0.7,"10,526",9.1
402,EARLY,6,6,0.4,"19,821",17.1
403,ELECTROMAGNETIC,6,6,7,988,0.9
404,EXPLOSIVE,6,6,2.8,"2,462",2.1
405,FANTASTIC,6,6,0.5,"14,858",12.8
