index,word,freq,# texts,freq/texts,entire corpus,expected
68,RESEARCH,38,13,1.7,"254,632",22.6
69,LEADER,37,26,5,"83,414",7.4
70,TRIAL,37,14,5.7,"72,690",6.5
71,SHOOTING,37,13,14.2,"29,286",2.6
72,TEAM,36,14,1.4,"279,463",24.8
73,FLIGHT,36,6,7.8,"51,871",4.6
74,SERVICE,35,21,2.1,"189,622",16.9
75,TECHNOLOGY,35,17,3,"132,452",11.8
76,GUN,35,11,4.3,"92,086",8.2
77,SITE,34,20,2.8,"135,353",12
78,VEHICLE,33,16,8.8,"42,318",3.8
79,RACE,33,14,3.3,"112,535",10
80,DOG,33,4,3.8,"98,273",8.7
81,VICTIM,32,19,8.3,"43,173",3.8
82,WATER,32,19,1.1,"322,917",28.7
83,DECISION,32,17,2.8,"130,407",11.6
84,PRODUCT,32,14,4.6,"78,220",7
85,DIRECTOR,31,23,2.5,"139,487",12.4
86,INFORMATION,31,21,1.1,"314,253",27.9
87,PROJECT,31,18,2.8,"122,863",10.9
88,ROLE,31,17,2.2,"155,882",13.9
89,ATTORNEY,31,17,4.8,"72,307",6.4
90,PLAN,30,25,2.1,"159,698",14.2
91,EVIDENCE,30,18,2.1,"161,401",14.4
92,PROBLEM,30,18,1.1,"313,986",27.9
93,BROTHER,30,13,2.8,"118,580",10.5
94,LAWSUIT,30,13,17.5,"19,279",1.7
95,CUSTOMER,30,10,10.1,"33,567",3
96,VIOLENCE,30,10,4,"83,879",7.5
97,OIL,30,6,2.3,"145,482",12.9
98,SALMON,30,5,25.1,"13,459",1.2
99,CHINOOK,30,4,524.7,643,0.1
100,HOUR,29,19,2.7,"118,947",10.6
101,EMAIL,29,11,7.8,"41,607",3.7
102,NAME,28,21,1.1,"294,833",26.2
103,QUESTION,28,21,1.1,"281,161",25
104,CHANGE,28,19,2,"161,137",14.3
105,MURDER,28,15,5,"62,793",5.6
106,ATTACK,28,10,4,"79,255",7
107,FIRE,28,9,2.4,"130,685",11.6
108,TREE,28,8,4.5,"69,849",6.2
109,EFFORT,27,23,3.1,"98,026",8.7
110,NATION,27,21,2.3,"132,695",11.8
111,SIDE,27,21,1.1,"284,009",25.3
112,NEWS,27,20,1,"289,365",25.7
113,STAFF,27,19,2.9,"105,411",9.4
114,EXECUTIVE,27,18,4.3,"70,172",6.2
115,BUILDING,27,16,2.4,"124,735",11.1
116,INDUSTRY,27,14,2.4,"125,981",11.2
117,TEACHER,27,9,2.8,"106,857",9.5
118,POINT,26,23,0.8,"376,275",33.5
119,LOT,25,22,0.6,"436,443",38.8
120,USE,25,20,1.4,"205,716",18.3
121,HISTORY,25,16,1.1,"253,522",22.5
122,MILE,25,16,11.7,"24,097",2.1
123,BILLION,25,15,5.4,"52,088",4.6
124,ACTION,25,15,2,"137,466",12.2
125,BILL,25,12,3,"93,674",8.3
126,EDUCATION,25,11,1.2,"230,317",20.5
127,CANDIDATE,25,9,4.4,"63,444",5.6
128,TRAINING,25,7,2.7,"103,987",9.2
129,SUPPORT,24,18,1.8,"148,392",13.2
130,ELECTION,24,17,2.3,"117,225",10.4
131,HAND,24,16,0.9,"293,449",26.1
132,HEARING,24,14,8.4,"32,015",2.8
133,PASSENGER,24,10,17.5,"15,467",1.4
134,DAUGHTER,24,8,2.2,"120,371",10.7
135,TRAIN,24,3,6.3,"42,758",3.8
136,LINE,23,19,1.1,"232,771",20.7
137,ROOM,23,17,0.8,"322,695",28.7
138,NIGHT,23,15,0.6,"422,280",37.5
139,STREET,23,12,1.4,"188,684",16.8
140,VOTE,23,11,3.7,"69,259",6.2
141,KID,23,11,2.4,"107,093",9.5
142,DOCUMENT,23,8,9.2,"28,209",2.5
143,AIRLINE,23,3,20.1,"12,881",1.1
144,CONCERN,22,19,3.9,"63,632",5.7
145,DEGREE,22,17,3.4,"73,373",6.5
146,MEDIA,22,17,1.5,"162,034",14.4
147,FOOT,22,15,4.2,"59,448",5.3
148,HOUSE,22,14,0.5,"494,171",43.9
149,REGION,22,14,3.1,"80,123",7.1
150,UNIVERSITY,22,10,1,"256,128",22.8
151,SUMMER,22,9,2,"121,977",10.8
152,GAME,22,9,0.8,"309,743",27.5
153,END,21,17,0.8,"305,105",27.1
154,FALL,21,16,3.5,"66,724",5.9
155,FATHER,21,16,0.8,"298,772",26.6
156,EFFECT,21,16,1.9,"126,461",11.2
157,PROCESS,21,15,1.2,"203,978",18.1
158,PROSECUTOR,21,15,14.2,"16,645",1.5
159,RESULT,21,12,2.1,"111,261",9.9
160,MOTHER,21,12,0.7,"317,940",28.3
161,SEARCH,21,11,3.8,"62,315",5.5
162,FORCE,21,9,1.9,"124,886",11.1
163,CREW,21,9,6,"39,408",3.5
164,MPH,21,4,26.6,"8,895",0.8
165,RECREATION,21,1,33.8,"6,992",0.6
166,SPOKESMAN,20,17,9.7,"23,097",2.1
167,CONDITION,20,17,3.9,"58,005",5.2
168,ATTENTION,20,16,1.6,"144,786",12.9
169,IDEA,20,15,0.8,"264,810",23.5
170,WEBSITE,20,14,4.3,"51,940",4.6
171,THOUSAND,20,14,8,"28,010",2.5
172,CONFERENCE,20,13,2.8,"81,046",7.2
173,NATURE,20,11,1.7,"129,237",11.5
174,RESEARCHER,20,11,16.1,"13,946",1.2
175,TOOL,20,10,5.6,"39,962",3.6
176,LETTER,20,7,2.8,"81,534",7.2
177,WIND,20,4,3.5,"64,751",5.8
178,INVESTIGATOR,19,14,25.6,"8,336",0.7
179,VIDEO,19,14,1.6,"130,654",11.6
180,PRISON,19,13,3.3,"64,615",5.7
181,ROAD,19,12,1.4,"147,870",13.1
182,RULE,19,12,3.3,"64,943",5.8
183,RESIDENT,19,11,14.9,"14,373",1.3
184,PROPERTY,19,11,2.7,"79,996",7.1
185,STORE,19,9,2.5,"87,050",7.7
186,EVENT,19,8,2.2,"96,226",8.6
187,ECONOMY,19,8,1.7,"126,870",11.3
188,PLANT,19,6,3.6,"59,380",5.3
189,SPACE,19,6,1.3,"160,165",14.2
190,FISHERY,19,4,57.6,"3,710",0.3
191,COACH,19,4,3.3,"63,864",5.7
192,SOFTWARE,19,4,3.6,"59,577",5.3
193,DOZEN,18,15,11.4,"17,754",1.6
194,BACK,18,15,0.7,"290,753",25.9
195,DEVELOPMENT,18,14,1.2,"168,357",15
196,SOURCE,18,13,2.1,"94,308",8.4
197,SON,18,12,1.1,"188,425",16.8
198,REQUEST,18,12,6.4,"31,853",2.8
199,CHAIRMAN,18,12,4.2,"48,153",4.3
200,LAWMAKER,18,11,113.4,"1,786",0.2
201,COST,18,11,2.1,"94,556",8.4
202,INCH,18,10,12.2,"16,626",1.5
