index,word,freq,# texts,freq/texts,entire corpus,expected
132,INNOCENT,8,8,0.9,"18,789",8.9
133,FEDERAL,8,8,1.8,"9,590",4.5
134,RECENT,8,7,2.3,"7,373",3.5
135,FUTURE,8,7,2.7,"6,365",3
136,CURIOUS,8,7,2,"8,485",4
137,TOUGH,8,7,0.7,"26,038",12.3
138,INTENSIVE,8,6,19.9,852,0.4
139,SLOW,8,6,1.5,"10,973",5.2
140,SEXUAL,8,6,1.5,"11,561",5.5
141,GUILTY,8,5,0.8,"21,083",9.9
142,ROUND,8,2,2.7,"6,360",3
143,RARE,7,7,1.8,"8,096",3.8
144,LIVING,7,7,1.7,"8,818",4.2
145,FAR,7,7,3.6,"4,120",1.9
146,EARLY,7,7,0.7,"19,821",9.3
147,BROKEN,7,7,1.5,"9,866",4.7
148,PREGNANT,7,6,0.7,"20,092",9.5
149,NATIONAL,7,6,1.1,"13,522",6.4
150,MAGIC,7,6,1.4,"10,428",4.9
151,WEAK,7,6,1.4,"10,699",5
152,WELCOME,7,6,0.8,"18,300",8.6
153,SAD,7,6,0.7,"20,908",9.9
154,PAST,7,5,1.1,"13,144",6.2
155,BROWN,6,6,1.9,"6,786",3.2
156,AMAZING,6,6,0.3,"42,419",20
157,DUE,6,6,1.1,"11,070",5.2
158,FINANCIAL,6,6,2.1,"6,183",2.9
159,FRONT,6,6,0.9,"14,124",6.7
160,PROFESSIONAL,6,6,1.1,"11,679",5.5
161,PURE,6,6,1.8,"7,068",3.3
162,WET,6,6,1.7,"7,673",3.6
163,SHARP,6,6,2.1,"6,093",2.9
164,SMART,6,6,0.5,"24,798",11.7
165,SILENT,6,6,1.9,"6,609",3.1
166,SINGLE,6,6,0.4,"28,945",13.7
167,SPIRITUAL,6,5,4.2,"3,025",1.4
168,COMFORTABLE,6,5,0.9,"14,550",6.9
169,ATTEMPTED,6,5,5.5,"2,331",1.1
170,ASHAMED,6,5,2,"6,343",3
171,ENVIRONMENTAL,6,4,7.2,"1,759",0.8
172,SACRED,6,4,2.8,"4,626",2.2
173,GREEN,6,4,0.7,"17,536",8.3
174,UPPER,5,5,2.3,"4,573",2.2
175,URGENT,5,5,2.2,"4,866",2.3
176,USUAL,5,5,1.3,"8,323",3.9
177,VARIOUS,5,5,3.1,"3,378",1.6
178,SHINY,5,5,3.9,"2,736",1.3
179,PHYSICAL,5,5,1,"11,061",5.2
180,PLEASANT,5,5,2.5,"4,201",2
181,LOOSE,5,5,1.2,"9,029",4.3
182,SCARY,5,5,1.1,"10,086",4.8
183,RUNNING,5,5,2.8,"3,784",1.8
184,MASSIVE,5,5,1.2,"8,976",4.2
185,NECESSARY,5,5,0.7,"14,262",6.7
186,OF,5,5,1.6,"6,602",3.1
187,HORRIBLE,5,5,0.7,"14,839",7
188,INTERNATIONAL,5,5,1.6,"6,693",3.2
189,INTELLIGENT,5,5,2.7,"3,901",1.8
190,JEALOUS,5,5,0.8,"12,709",6
191,INVESTIGATIVE,5,5,12.6,840,0.4
192,EXCITED,5,5,0.7,"16,274",7.7
193,FAVORITE,5,5,0.7,"16,202",7.6
194,EXTRA,5,5,0.6,"19,053",9
195,COMPLICATED,5,5,1,"11,128",5.2
196,CREATIVE,5,5,2.5,"4,262",2
197,DUMB,5,5,0.9,"11,605",5.5
198,DISAPPOINTED,5,5,1.6,"6,677",3.1
199,AWFUL,5,5,0.7,"15,270",7.2
200,CIVIL,5,5,1.7,"6,268",3
201,BRIEF,5,5,2.9,"3,668",1.7
202,SOCIAL,5,4,0.8,"13,376",6.3
203,FAST,5,4,1.1,"9,993",4.7
204,AWARE,5,4,0.7,"14,703",6.9
205,ANGRY,5,4,0.5,"22,865",10.8
206,ASLEEP,5,4,0.8,"12,704",6
207,DELICIOUS,5,4,1.1,"9,263",4.4
208,GOLDEN,5,4,1.5,"7,235",3.4
209,KIND,5,4,2.1,"5,096",2.4
210,IMPOSSIBLE,5,4,0.6,"18,901",8.9
211,HANDSOME,5,4,1.2,"8,671",4.1
212,ODD,5,4,1,"10,215",4.8
213,NATURAL,5,4,0.7,"14,367",6.8
214,PLAIN,5,4,2.7,"3,946",1.9
215,UNDERCOVER,5,4,1.9,"5,663",2.7
216,UNFORTUNATE,5,4,2.7,"3,913",1.8
217,STRAIGHT,5,4,1.2,"9,183",4.3
218,SILLY,5,4,0.8,"13,233",6.2
219,SHY,5,3,2.8,"3,764",1.8
220,LOUD,5,3,4.2,"2,503",1.2
221,HIDDEN,5,3,3,"3,481",1.6
222,GIANT,5,3,1,"10,398",4.9
223,BEIGE,5,3,22.5,471,0.2
224,FINAL,5,3,0.6,"18,364",8.7
225,EXCITING,5,2,0.9,"12,048",5.7
226,ENDANGERED,5,1,18.6,571,0.3
227,CHARMING,4,4,1.3,"6,445",3
228,CHEAP,4,4,1,"8,642",4.1
229,AVAILABLE,4,4,0.8,"10,032",4.7
230,DECENT,4,4,1.1,"7,418",3.5
231,DIRTY,4,4,0.5,"15,862",7.5
232,FANTASTIC,4,4,0.6,"14,858",7
233,EAGER,4,4,3.2,"2,662",1.3
234,EXACT,4,4,0.9,"9,871",4.7
235,EXCELLENT,4,4,0.5,"17,323",8.2
236,ELECTRIC,4,4,1.9,"4,582",2.2
237,EMOTIONAL,4,4,1,"8,489",4
238,BLOODY,4,4,0.5,"17,637",8.3
239,GENEROUS,4,4,1.5,"5,516",2.6
240,FOREIGN,4,4,1.2,"6,798",3.2
241,MISERABLE,4,4,1.5,"5,700",2.7
242,LOW,4,4,0.5,"17,145",8.1
243,PATIENT,4,4,1.6,"5,163",2.4
244,ORIGINAL,4,4,0.5,"17,407",8.2
245,POWERFUL,4,4,0.5,"16,099",7.6
246,PRACTICAL,4,4,2.7,"3,197",1.5
247,PECULIAR,4,4,5.9,"1,428",0.7
248,ROUGH,4,4,0.8,"11,305",5.3
249,HEALTHY,4,4,0.9,"9,246",4.4
250,HEAVY,4,4,0.6,"13,525",6.4
251,MUTUAL,4,4,3,"2,834",1.3
252,MODERN,4,4,1,"8,543",4
253,PUBLIC,4,4,0.6,"15,227",7.2
254,SIMILAR,4,4,1.1,"7,673",3.6
255,STEADY,4,4,1.8,"4,634",2.2
256,SUPER,4,4,0.5,"16,646",7.9
257,SURPRISED,4,4,0.5,"18,436",8.7
258,UNABLE,4,4,2.3,"3,719",1.8
259,TEMPORARY,4,4,1.9,"4,581",2.2
260,WELL,4,4,0.9,"9,816",4.6
261,UNUSUAL,4,4,1,"8,777",4.1
262,UNFORESEEN,4,4,30,283,0.1
263,VAST,4,4,2,"4,305",2
264,VERY,4,4,0.5,"17,012",8
265,VICIOUS,4,4,3.1,"2,733",1.3
266,WEALTHY,4,3,3.4,"2,528",1.2
267,WORKING,4,3,2.2,"3,891",1.8
268,UPSET,4,3,0.8,"10,326",4.9
269,ULTIMATE,4,3,1.8,"4,678",2.2
270,REASONABLE,4,3,1.6,"5,349",2.5
271,MYSTERIOUS,4,3,1.6,"5,320",2.5
272,NORMAL,4,3,0.3,"27,080",12.8
273,RICH,4,3,0.4,"19,757",9.3
274,BLEEDING,4,3,1.9,"4,552",2.1
275,GRAY,4,3,2.6,"3,306",1.6
276,DRUNK,4,3,0.5,"18,502",8.7
277,CRIMINAL,4,3,0.9,"9,316",4.4
278,DARLING,4,3,6.1,"1,393",0.7
279,BRILLIANT,4,3,0.6,"15,144",7.1
280,HUGE,4,3,0.3,"24,470",11.5
281,ALMIGHTY,4,2,5.2,"1,623",0.8
282,JOINT,4,2,1.7,"5,000",2.4
283,PUNKY,4,2,148.8,57,0
284,MEGA,4,2,11.2,759,0.4
285,SPECIFIC,4,2,1,"8,081",3.8
286,SMILING,4,1,6.3,"1,336",0.6
287,WIDE,3,3,1.2,"5,313",2.5
288,WISE,3,3,0.9,"6,938",3.3
289,UP,3,3,2.4,"2,609",1.2
290,USEFUL,3,3,1,"6,395",3
291,TERRIFIC,3,3,0.9,"7,250",3.4
292,THIN,3,3,1,"6,237",2.9
293,TIGHT,3,3,1.4,"4,606",2.2
294,TRICKY,3,3,1.8,"3,542",1.7
