index,word,freq,# texts,freq/texts,entire corpus,expected
266,WIRE,39,21,3.7,"7,381",10.5
267,PERCENT,39,19,3.9,"6,991",10
268,LIGHT,38,29,0.8,"32,067",45.7
269,SECURITY,38,27,0.6,"41,716",59.4
270,GENTLEMAN,38,27,3.1,"8,663",12.3
271,MARRIAGE,38,26,1.2,"23,052",32.8
272,SHOP,38,25,1.4,"18,636",26.5
273,SEX,38,19,0.5,"54,017",76.9
274,BREAK,37,31,1.1,"22,753",32.4
275,SENSE,37,30,0.6,"44,554",63.4
276,HALF,37,28,2.5,"10,354",14.7
277,UNION,37,25,3.4,"7,667",10.9
278,STOMACH,37,25,2.6,"10,026",14.3
279,TOWN,36,29,0.4,"59,975",85.4
280,ACTION,36,28,1.4,"17,756",25.3
281,WHORE,36,27,4.7,"5,434",7.7
282,FLOWER,36,26,5.3,"4,784",6.8
283,SHRINK,36,24,10.2,"2,490",3.5
284,AGENT,36,23,0.6,"40,023",57
285,VOICE,35,29,0.8,"31,270",44.5
286,PROPERTY,35,27,2,"12,399",17.7
287,AIR,35,26,0.5,"45,735",65.1
288,SET,35,24,1.8,"13,825",19.7
289,MIDDLE,35,24,1,"24,841",35.4
290,HISTORY,35,23,0.7,"34,476",49.1
291,PRICE,35,23,1.4,"17,798",25.3
292,CUNT,34,27,18.6,"1,283",1.8
293,TOP,34,26,0.9,"26,968",38.4
294,PRISON,34,26,0.8,"29,531",42.1
295,POWER,34,25,0.4,"66,314",94.4
296,BRAIN,34,24,0.7,"32,461",46.2
297,ARREST,34,23,1.8,"13,305",18.9
298,CHICKEN,34,23,1.4,"17,388",24.8
299,RING,34,22,1.1,"22,715",32.3
300,SWEETIE,34,21,1.5,"15,775",22.5
301,HIT,34,18,2.4,"9,989",14.2
302,MOMENT,33,30,0.4,"62,648",89.2
303,FUTURE,33,30,0.8,"30,303",43.2
304,PLAN,33,27,0.5,"50,100",71.3
305,GRADE,33,26,3.1,"7,582",10.8
306,CLOTHES,33,26,0.9,"24,614",35
307,SWEETHEART,33,25,1.4,"17,051",24.3
308,KITCHEN,33,25,1,"23,282",33.2
309,CENTER,33,24,1.6,"14,626",20.8
310,LETTER,33,17,1.1,"20,532",29.2
311,COACH,33,9,2.1,"11,080",15.8
312,BUCK,32,26,3.9,"5,708",8.1
313,PARTNER,32,24,0.8,"26,564",37.8
314,RELATIONSHIP,32,22,0.7,"30,350",43.2
315,SCENE,32,22,0.8,"27,483",39.1
316,CREDIT,32,21,1.4,"16,575",23.6
317,PRESSURE,32,21,1,"21,641",30.8
318,GARAGE,32,18,2.4,"9,433",13.4
319,ICE,31,26,0.8,"27,909",39.7
320,ANIMAL,31,25,1.3,"16,143",23
321,CHAIR,31,24,1.5,"14,518",20.7
322,POSITION,31,24,0.9,"23,874",34
323,WAR,31,23,0.4,"52,323",74.5
324,LEVEL,31,23,1.3,"16,948",24.1
325,AREA,31,23,0.7,"29,670",42.2
326,WALL,31,23,0.9,"24,366",34.7
327,THERAPIST,31,22,4.8,"4,562",6.5
328,COKE,31,20,5.7,"3,837",5.5
329,SANDWICH,31,19,2.7,"8,004",11.4
330,SAUSAGE,31,17,7,"3,130",4.5
331,SONG,31,16,0.8,"28,850",41.1
332,RESPONSIBILITY,30,26,1.9,"11,242",16
333,SHOW,30,25,0.4,"54,770",78
334,MEMORY,30,24,1.2,"17,297",24.6
335,MOVE,30,24,1,"20,404",29.1
336,TREE,30,22,1.1,"19,560",27.9
337,TOOTH,30,21,5.1,"4,156",5.9
338,CHECK,30,21,1.2,"18,055",25.7
339,PROJECT,30,21,1.5,"14,166",20.2
340,FIELD,30,19,0.9,"24,413",34.8
341,MEAT,30,18,1.6,"12,972",18.5
342,BUILDING,30,17,0.7,"31,070",44.2
343,JOHN,30,15,0.4,"51,736",73.7
344,TV,30,14,0.8,"24,893",35.4
345,AFTERNOON,29,26,0.8,"24,255",34.5
346,GROUND,29,25,0.7,"28,606",40.7
347,ANSWER,29,24,0.7,"27,931",39.8
348,JAIL,29,23,1.4,"14,360",20.4
349,RAT,29,22,2.4,"8,366",11.9
350,MEDICATION,29,21,4.3,"4,700",6.7
351,DEPARTMENT,29,20,1,"20,309",28.9
352,LIST,29,19,0.6,"34,132",48.6
353,MISTAKE,28,23,0.6,"32,729",46.6
354,IDIOT,28,23,1.1,"18,560",26.4
355,FISH,28,23,0.9,"22,666",32.3
356,NUT,28,22,5.3,"3,708",5.3
357,BUNCH,28,22,0.9,"21,223",30.2
358,HEALTH,28,21,1.5,"13,320",19
359,APPOINTMENT,28,21,2.1,"9,519",13.6
360,ATTENTION,28,21,0.7,"27,197",38.7
361,TAX,28,20,3.5,"5,660",8.1
362,STUDENT,28,20,1.6,"12,181",17.3
363,THOUSAND,28,20,1.3,"15,014",21.4
364,SAYIN,28,19,8.5,"2,309",3.3
365,SYSTEM,28,19,0.5,"41,601",59.2
366,HOTEL,28,17,0.7,"27,191",38.7
367,HUNDRED,28,17,1.1,"17,959",25.6
368,THINKIN,28,17,10.7,"1,838",2.6
369,PANIC,28,16,4.6,"4,273",6.1
370,SUMMER,28,15,1.1,"18,153",25.8
371,ANGER,28,15,3,"6,452",9.2
372,AMERICAN,28,14,7.7,"2,557",3.6
373,MURDER,27,25,0.3,"54,909",78.2
374,PANT,27,24,54,351,0.5
375,BEEF,27,24,3,"6,297",9
376,EMERGENCY,27,24,1.1,"17,435",24.8
377,TYPE,27,23,1,"18,945",27
378,TASTE,27,22,1.8,"10,806",15.4
379,OTHERS,27,21,0.6,"30,568",43.5
380,CORNER,27,21,1.2,"15,901",22.6
381,HONOR,27,21,0.7,"28,352",40.4
382,STUDY,27,19,2.3,"8,325",11.9
383,RESULT,27,19,2.7,"6,898",9.8
384,GRANDMOTHER,27,18,2.6,"7,406",10.5
385,BOARD,27,18,1.1,"17,230",24.5
386,CUSTOMER,27,18,3.6,"5,269",7.5
387,PARKING,27,18,1.9,"9,785",13.9
388,FOOTBALL,27,18,1.6,"11,835",16.9
389,STEAK,27,17,3.8,"4,996",7.1
390,PRESENT,27,15,1.6,"11,910",17
391,CAKE,27,12,1.2,"15,795",22.5
392,FRONT,26,22,1.2,"14,965",21.3
