Index,word,freq,# texts,freq/texts,entire corpus,expected
453,WRIST,10,2,4.8,"3,513",2.1
454,CONGRATULATIONS,9,9,0.7,"22,046",13.1
455,LEVEL,9,9,0.9,"16,948",10.1
456,WALK,9,9,1.2,"12,620",7.5
457,STATEMENT,9,8,1.3,"12,041",7.2
458,TROUBLE,9,8,0.3,"57,366",34.2
459,PLANE,9,8,0.7,"22,027",13.1
460,COMMUNITY,9,8,1.1,"13,455",8
461,EAR,9,8,1.7,"8,752",5.2
462,BREAK,9,8,0.7,"22,753",13.6
463,AGE,9,8,0.6,"26,930",16.1
464,ANSWER,9,8,0.5,"27,931",16.7
465,BEACH,9,8,0.9,"16,548",9.9
466,BREAD,9,7,2,"7,626",4.5
467,DEATH,9,7,0.2,"75,888",45.3
468,MAGAZINE,9,7,1.9,"8,040",4.8
469,MISTAKE,9,7,0.5,"32,729",19.5
470,OUTFIT,9,7,2.5,"5,999",3.6
471,HOLIDAY,9,7,1.9,"7,788",4.6
472,FIGHT,9,7,0.6,"26,462",15.8
473,SECTION,9,7,1.8,"8,601",5.1
474,SCREEN,9,7,2,"7,597",4.5
475,RICE,9,6,3.2,"4,741",2.8
476,POCKET,9,6,1.4,"10,811",6.4
477,VEGETABLE,9,6,9.8,"1,546",0.9
478,SOCCER,9,6,4.9,"3,057",1.8
479,MEMBER,9,6,1.1,"13,308",7.9
480,MEAT,9,6,1.2,"12,972",7.7
481,LAW,9,6,0.5,"32,880",19.6
482,DECISION,9,6,0.6,"24,699",14.7
483,CONCERT,9,6,2.8,"5,381",3.2
484,EVENT,9,6,1.3,"11,283",6.7
485,DRIVER,9,6,0.9,"15,962",9.5
486,AWARD,9,6,3.8,"3,937",2.3
487,BLOCK,9,6,1.5,"10,409",6.2
488,BUTTER,9,6,2.3,"6,613",3.9
489,BUTTON,9,6,1.9,"7,817",4.7
490,BELLY,9,5,3.5,"4,282",2.6
491,NAP,9,5,3.8,"3,964",2.4
492,TAIL,9,5,2.3,"6,538",3.9
493,SMILEY,9,5,17.5,864,0.5
494,FAULT,9,5,0.4,"36,732",21.9
495,PILLOW,9,5,3.6,"4,158",2.5
496,SEASON,9,4,1,"14,866",8.9
497,FARM,9,4,1.6,"9,669",5.8
498,BAGEL,9,4,16.3,927,0.6
499,BUBBLE,9,4,4.5,"3,377",2
500,DAUGHTER,9,4,0.2,"60,898",36.3
